"id","anio","create_uid/id","create_date","estado","inicio","termino","write_uid/id","write_date","semestre"
"__export__.syllabus_periodo_3_099c3eb8","2018","base.user_root","2018-12-01 00:13:36","Actual","2018-08-06","2018-12-14","base.user_root","2018-12-01 01:41:04","2"
